id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,y
13888,46.0,4,0,2,0,305.0,0,0,0,29,1,130.0,2.0,,0,3,0
4836,46.0,1,1,0,0,196.0,1,0,0,28,8,87.0,2.0,,0,3,0
14707,,0,1,1,0,-506.0,0,1,0,8,5,315.0,3.0,,0,3,0
5574,40.0,9,1,1,0,1.0,0,0,0,26,1,63.0,4.0,,0,3,0
14946,43.0,0,0,1,0,3159.0,0,0,0,21,9,126.0,3.0,,0,3,0
26349,46.0,2,2,2,0,315.0,1,0,0,5,3,1005.0,4.0,,0,3,1
12568,29.0,4,2,2,0,4008.0,1,0,0,4,6,376.0,1.0,,0,3,0
21757,54.0,9,1,0,0,1277.0,1,0,0,14,5,102.0,4.0,,0,3,0
6230,31.0,0,1,1,0,514.0,0,0,0,27,1,25.0,7.0,,0,3,0
12571,27.0,1,1,1,0,725.0,0,1,0,17,5,245.0,1.0,,0,3,0
2006,37.0,0,1,1,0,520.0,1,0,0,23,8,410.0,1.0,,0,3,0
11067,34.0,4,2,2,0,253.0,1,0,0,29,1,119.0,4.0,,0,3,0
19647,52.0,1,1,0,0,85.0,1,0,0,9,8,229.0,3.0,,0,3,0
13117,41.0,9,1,2,0,210.0,0,0,0,20,10,144.0,2.0,195.0,2,2,1
28691,35.0,1,1,0,0,357.0,1,1,0,19,9,157.0,1.0,,0,3,0
18460,32.0,1,2,1,0,187.0,0,0,0,25,5,68.0,2.0,,0,3,0
30076,40.0,4,1,2,0,301.0,0,0,0,15,7,218.0,2.0,315.0,4,0,0
5146,31.0,1,2,1,0,15.0,1,0,0,29,8,257.0,4.0,,0,3,0
7047,54.0,5,1,1,0,1844.0,0,0,0,18,2,144.0,2.0,196.0,1,2,0
20006,51.0,0,1,1,0,1231.0,1,1,0,8,3,112.0,2.0,188.0,1,2,0
2680,36.0,0,1,1,0,961.0,0,0,1,18,9,31.0,3.0,,0,3,0
159,34.0,9,1,2,0,-368.0,1,0,0,26,1,91.0,7.0,,0,3,0
3067,51.0,0,1,1,0,1914.0,1,0,0,14,8,193.0,2.0,,0,3,0
26031,31.0,9,1,1,0,258.0,1,0,0,12,1,190.0,2.0,267.0,1,0,0
10183,41.0,4,1,1,0,-477.0,1,0,0,6,8,312.0,1.0,,0,3,0
7535,31.0,9,2,2,0,123.0,1,0,0,27,1,10.0,17.0,,0,3,0
25826,48.0,3,1,0,0,3509.0,0,0,0,30,10,170.0,1.0,197.0,1,0,1
19968,40.0,1,1,1,0,487.0,1,0,0,8,8,224.0,2.0,368.0,2,0,0
1673,46.0,0,1,1,0,4955.0,1,0,0,17,9,80.0,3.0,150.0,5,1,0
18905,23.0,7,2,1,0,1123.0,1,0,0,18,8,1080.0,1.0,,0,3,1
6939,39.0,7,1,1,0,-221.0,1,1,0,21,8,217.0,1.0,,0,3,0
30462,46.0,9,2,2,0,5334.0,0,0,0,28,8,85.0,2.0,,0,3,0
9154,62.0,4,1,2,0,1101.0,0,0,0,12,4,135.0,1.0,196.0,1,1,0
3450,42.0,6,1,2,0,426.0,1,0,0,2,3,220.0,1.0,206.0,2,0,0
21770,34.0,4,2,2,0,638.0,0,0,0,8,8,278.0,1.0,,0,3,0
27879,42.0,4,2,2,0,1205.0,0,0,0,9,5,162.0,2.0,,0,3,0
13323,35.0,4,1,2,0,403.0,1,0,0,13,8,817.0,2.0,,0,3,0
19576,33.0,9,2,2,0,1244.0,1,0,0,30,0,528.0,1.0,85.0,2,2,1
17457,60.0,1,1,1,0,1796.0,0,0,1,29,10,182.0,1.0,,0,3,0
7564,32.0,8,2,2,0,871.0,1,0,0,7,1,266.0,2.0,,0,3,0
16792,55.0,2,1,2,0,41920.0,0,0,0,6,1,57.0,3.0,,0,3,0
30878,52.0,6,1,1,0,156.0,1,0,0,5,6,59.0,1.0,,0,3,0
7867,53.0,1,1,1,0,382.0,0,0,0,20,1,195.0,3.0,,0,3,0
27909,28.0,4,1,2,0,928.0,0,0,0,17,5,1194.0,1.0,,0,3,0
16383,50.0,6,0,1,0,1290.0,0,0,0,20,6,7.0,3.0,,0,3,0
19378,53.0,5,1,0,0,4.0,0,0,0,5,6,271.0,1.0,,0,3,0
5246,35.0,1,2,1,0,145.0,1,0,0,7,8,284.0,2.0,168.0,1,0,0
18773,52.0,10,1,1,0,-267.0,0,1,0,19,6,195.0,2.0,,0,3,0
24760,32.0,9,2,1,0,177.0,1,0,0,13,8,24.0,7.0,,0,3,0
10577,54.0,1,1,0,0,-264.0,1,0,0,16,8,164.0,6.0,,0,3,0
6202,57.0,5,1,2,0,1295.0,0,0,0,1,6,168.0,1.0,69.0,1,0,0
27242,30.0,9,2,2,0,239.0,1,0,0,16,8,201.0,1.0,,0,3,0
14,26.0,1,2,1,0,7526.0,0,0,0,15,8,59.0,2.0,,0,3,0
10582,41.0,1,1,1,0,-646.0,1,0,0,21,9,296.0,2.0,,0,3,0
30940,35.0,7,2,1,0,325.0,1,1,0,7,5,228.0,4.0,,0,3,0
26190,37.0,1,2,1,0,1117.0,0,0,0,16,6,194.0,3.0,,0,3,0
5413,32.0,9,0,1,0,10.0,1,0,0,6,8,551.0,2.0,,0,3,0
7615,48.0,9,1,1,0,-581.0,0,0,0,20,1,,2.0,,0,3,0
16270,41.0,4,1,1,0,274.0,0,0,0,9,0,101.0,2.0,339.0,2,0,0
20763,59.0,10,0,1,0,44129.0,0,0,0,3,3,113.0,1.0,,0,3,0
11333,47.0,9,1,2,0,499.0,0,0,0,1,5,308.0,2.0,,0,3,0
11305,31.0,9,1,2,0,1333.0,1,0,0,17,5,,2.0,,0,3,0
31592,41.0,1,1,1,0,225.0,1,1,0,21,5,49.0,1.0,,0,3,0
22411,35.0,4,1,2,0,1044.0,0,0,0,8,1,530.0,4.0,,0,3,1
24196,45.0,0,0,1,0,479.0,0,0,0,2,3,67.0,2.0,,0,3,0
5424,47.0,1,0,1,0,2443.0,0,0,0,19,6,203.0,2.0,,0,3,0
30954,30.0,9,2,2,0,320.0,1,0,0,3,6,25.0,16.0,,0,3,0
3754,48.0,1,0,0,0,1926.0,1,0,0,6,8,224.0,3.0,,0,3,0
28139,33.0,8,2,1,0,174.0,0,0,0,12,6,93.0,1.0,,0,3,0
705,36.0,4,2,2,0,494.0,0,0,0,20,6,27.0,3.0,,0,3,0
23885,39.0,1,1,0,0,-157.0,1,1,0,17,6,46.0,1.0,,0,3,0
21075,53.0,5,1,1,0,103.0,1,0,1,11,8,283.0,1.0,369.0,1,0,0
2247,59.0,5,1,1,0,777.0,1,1,0,12,1,129.0,5.0,,0,3,0
19733,34.0,1,1,0,0,213.0,1,0,0,20,0,198.0,1.0,339.0,3,0,0
16493,40.0,4,1,2,0,2887.0,0,0,0,19,9,43.0,1.0,,0,3,0
4229,27.0,1,2,1,0,968.0,1,0,0,17,0,283.0,1.0,317.0,2,1,0
26457,49.0,3,2,2,0,-5.0,0,0,0,6,6,422.0,2.0,,0,3,0
20562,34.0,9,2,2,0,420.0,0,1,0,14,5,122.0,3.0,,0,3,0
1485,37.0,1,0,1,0,146.0,0,0,0,29,5,716.0,4.0,,0,3,0
17184,42.0,4,1,2,0,6056.0,1,0,0,30,0,317.0,1.0,350.0,2,0,0
5709,56.0,4,0,2,0,3217.0,0,0,0,14,1,86.0,2.0,,0,3,0
854,48.0,2,1,1,0,86.0,1,0,0,12,8,367.0,1.0,,0,3,0
15047,32.0,4,1,2,0,2384.0,1,1,0,2,6,304.0,2.0,,0,3,0
26065,59.0,1,1,1,0,1497.0,0,0,0,4,1,244.0,1.0,182.0,1,1,0
4296,34.0,10,1,1,0,754.0,0,0,0,19,9,562.0,3.0,,0,3,0
30684,36.0,9,1,1,0,57.0,1,0,0,5,8,240.0,1.0,287.0,2,0,0
22998,36.0,4,2,2,0,1574.0,0,0,0,20,1,93.0,6.0,,0,3,0
26886,36.0,1,0,1,0,628.0,1,0,0,15,8,57.0,4.0,359.0,2,0,0
24963,40.0,9,1,1,0,828.0,0,0,0,25,1,152.0,3.0,,0,3,0
10655,34.0,9,1,1,0,5378.0,0,0,0,25,1,130.0,6.0,,0,3,0
8230,46.0,4,1,2,0,165.0,0,0,0,27,0,114.0,2.0,,0,3,0
10384,49.0,4,2,2,0,349.0,1,0,0,19,8,176.0,3.0,,0,3,0
7410,,7,1,1,0,3722.0,1,0,0,29,5,382.0,2.0,,0,3,0
23708,35.0,9,1,1,0,181.0,1,0,0,13,8,257.0,1.0,,0,3,0
7750,37.0,0,1,1,0,177.0,1,0,0,23,8,99.0,1.0,,0,3,0
29199,51.0,2,1,2,0,18903.0,1,0,0,2,6,99.0,3.0,,0,3,0
4985,56.0,0,1,1,0,4320.0,0,0,0,5,6,288.0,2.0,,0,3,0
5966,43.0,4,0,2,0,834.0,1,0,0,11,8,322.0,1.0,264.0,4,0,0
22244,33.0,9,1,1,0,96.0,0,0,0,18,1,115.0,4.0,,0,3,0
1843,56.0,3,1,2,0,6311.0,0,0,0,21,9,78.0,1.0,,0,3,0
15732,27.0,1,1,1,0,62.0,1,0,0,19,6,993.0,1.0,,0,3,1
17114,34.0,7,2,1,0,-3.0,1,0,0,12,8,400.0,6.0,,0,3,0
31059,58.0,4,0,2,0,50.0,1,0,0,21,9,677.0,4.0,171.0,4,0,0
31471,28.0,0,2,1,0,863.0,0,0,0,14,6,231.0,4.0,,0,3,1
20258,33.0,9,2,1,0,221.0,1,0,0,18,8,0.0,5.0,,0,3,0
20609,60.0,4,2,2,0,16.0,0,0,1,28,1,300.0,19.0,,0,3,0
7598,24.0,0,1,1,0,60.0,1,1,0,7,8,295.0,1.0,343.0,2,1,0
610,37.0,4,1,2,0,1547.0,1,0,0,29,8,1596.0,2.0,,0,3,0
20089,53.0,9,1,1,0,172.0,1,1,0,8,1,81.0,2.0,,0,3,0
14377,,9,2,2,0,915.0,0,0,0,9,6,310.0,1.0,,0,3,0
8038,37.0,7,1,1,0,10191.0,1,0,0,18,9,204.0,2.0,123.0,2,0,0
1471,31.0,1,1,0,0,66.0,0,0,1,7,5,36.0,1.0,,0,3,0
10236,44.0,7,0,1,0,2419.0,1,0,0,14,8,294.0,3.0,,0,3,0
17751,61.0,5,0,2,0,381.0,0,0,0,21,5,209.0,1.0,,0,3,0
7080,44.0,0,1,1,0,1800.0,0,0,0,11,1,71.0,2.0,,0,3,0
15343,44.0,9,1,1,0,-101.0,1,0,0,7,8,410.0,3.0,,0,3,0
14249,27.0,0,1,2,0,1715.0,0,1,0,2,5,199.0,2.0,,0,3,0
12286,47.0,9,1,1,0,782.0,0,0,0,23,5,34.0,1.0,,0,3,0
3744,35.0,9,2,1,0,68.0,1,0,0,21,10,182.0,2.0,188.0,2,1,0
11676,28.0,0,2,2,0,308.0,0,1,0,23,11,140.0,1.0,59.0,6,0,0
10837,26.0,1,2,0,0,878.0,1,0,0,4,6,153.0,3.0,,0,3,0
26627,46.0,0,1,1,0,-209.0,0,0,0,30,8,158.0,1.0,,0,3,0
17549,48.0,9,1,1,0,616.0,1,0,0,18,8,15.0,4.0,,0,3,0
753,32.0,9,2,1,0,4.0,0,0,0,7,5,156.0,2.0,,0,3,0
278,41.0,7,1,1,0,945.0,1,0,0,12,8,,3.0,287.0,8,0,0
23425,51.0,1,1,0,0,59.0,1,0,0,5,8,637.0,3.0,,0,3,0
26140,32.0,0,1,1,0,356.0,0,1,0,18,9,119.0,3.0,,0,3,0
13372,45.0,2,1,1,0,3.0,0,0,0,14,8,230.0,2.0,,0,3,0
20225,33.0,9,1,1,0,-2.0,0,0,0,6,1,269.0,2.0,,0,3,0
4,29.0,1,1,1,0,10.0,1,0,0,29,5,185.0,4.0,,0,3,0
2459,31.0,8,2,2,0,746.0,0,0,0,20,1,137.0,3.0,,0,3,0
24844,64.0,10,1,1,0,3194.0,0,0,1,2,7,900.0,1.0,,0,3,1
10211,32.0,4,2,2,0,12689.0,1,0,0,20,9,163.0,1.0,170.0,1,0,0
27252,24.0,7,2,1,0,31.0,0,0,0,1,6,208.0,1.0,,0,3,1
4364,44.0,0,1,1,0,1646.0,0,0,0,27,1,21.0,13.0,,0,3,0
5419,48.0,9,1,1,0,-505.0,1,0,0,7,8,78.0,5.0,,0,3,0
22651,35.0,7,1,1,0,-1.0,1,0,0,24,5,822.0,1.0,,0,3,0
14903,25.0,1,1,0,0,107.0,1,0,0,4,8,228.0,6.0,360.0,2,1,0
12413,31.0,9,1,1,0,766.0,1,1,0,14,0,835.0,2.0,,0,3,1
973,43.0,4,1,2,0,-499.0,0,0,0,31,5,6.0,17.0,,0,3,0
8474,76.0,5,0,0,0,82.0,0,0,0,12,1,179.0,1.0,,0,3,0
29663,26.0,8,2,2,0,8.0,0,0,0,15,5,886.0,5.0,,0,3,1
27146,35.0,1,1,1,0,247.0,1,0,0,6,8,16.0,1.0,,0,3,0
13863,36.0,9,2,1,0,1179.0,1,0,0,21,9,26.0,3.0,185.0,2,0,0
9867,50.0,5,1,1,0,1051.0,0,0,0,21,9,104.0,5.0,,0,3,0
18370,46.0,4,1,2,0,-113.0,1,0,0,20,0,265.0,1.0,,0,3,0
16486,31.0,9,2,2,0,0.0,1,0,0,13,8,51.0,2.0,,0,3,0
24733,44.0,1,1,0,0,26.0,1,0,0,13,8,132.0,1.0,,0,3,0
19680,39.0,4,2,2,0,32.0,1,0,0,12,7,196.0,1.0,,0,3,1
10806,38.0,1,1,1,0,-481.0,1,0,0,30,4,477.0,2.0,,0,3,0
27053,40.0,0,1,1,0,1.0,1,0,0,23,8,178.0,2.0,,0,3,0
4679,30.0,9,1,1,0,-411.0,1,0,0,13,1,109.0,2.0,,0,3,0
1791,33.0,4,1,2,0,20.0,0,0,0,19,9,200.0,1.0,,0,3,0
11458,39.0,10,2,1,0,45.0,0,0,0,22,1,111.0,2.0,,0,3,0
27954,34.0,4,2,1,0,795.0,1,0,0,16,8,1187.0,4.0,,0,3,1
12668,34.0,4,2,2,0,2565.0,0,0,0,28,8,200.0,3.0,,0,3,0
8007,44.0,3,2,2,0,3234.0,0,0,1,6,10,557.0,1.0,204.0,3,0,0
18190,35.0,1,0,0,0,3883.0,0,0,0,20,9,224.0,5.0,178.0,5,0,0
18960,31.0,7,2,0,0,25.0,1,1,0,9,0,112.0,4.0,314.0,8,1,0
30469,42.0,4,1,2,0,9.0,0,0,0,5,6,193.0,1.0,,0,3,0
8059,39.0,3,1,0,0,-5.0,1,0,0,19,1,96.0,4.0,,0,3,0
2145,29.0,4,1,2,0,3841.0,1,0,0,3,6,141.0,2.0,,0,3,0
7514,57.0,0,0,1,0,-39.0,1,1,0,6,3,1658.0,1.0,262.0,1,0,1
5292,59.0,5,0,1,0,602.0,0,0,0,20,6,90.0,3.0,,0,3,0
26729,37.0,9,1,1,0,22.0,1,0,0,16,8,245.0,3.0,,0,3,0
6351,32.0,9,2,1,0,428.0,0,0,0,11,1,1508.0,2.0,,0,3,0
9184,49.0,10,1,1,0,3191.0,1,0,0,3,3,437.0,3.0,,0,3,0
9326,71.0,5,1,1,0,5714.0,0,0,0,17,9,766.0,2.0,,0,3,1
10119,35.0,9,2,1,0,333.0,1,0,0,29,5,112.0,4.0,,0,3,0
1753,29.0,10,2,2,0,8.0,0,0,0,8,9,0.0,1.0,,0,3,0
29037,41.0,9,1,0,0,758.0,0,1,0,31,5,837.0,4.0,,0,3,1
10192,62.0,4,1,1,0,6315.0,0,0,0,19,6,53.0,2.0,,0,3,0
7796,57.0,5,0,0,0,5.0,0,0,0,16,8,220.0,1.0,,0,3,0
8611,67.0,5,1,1,0,2625.0,0,0,0,2,11,158.0,2.0,,0,3,1
30795,49.0,7,1,1,0,1553.0,1,0,0,14,8,94.0,6.0,,0,3,0
18255,54.0,9,0,0,0,-831.0,1,1,0,8,5,143.0,1.0,,0,3,0
25892,33.0,9,1,1,0,3710.0,1,0,0,20,9,129.0,1.0,,0,3,0
11934,47.0,7,1,1,0,20.0,0,0,0,11,1,279.0,3.0,,0,3,0
6042,40.0,9,1,1,0,190.0,1,1,0,29,8,204.0,5.0,,0,3,0
11586,31.0,1,1,1,0,661.0,1,0,0,18,5,985.0,1.0,,0,3,1
18303,34.0,0,1,1,0,-107.0,1,0,0,6,8,114.0,2.0,,0,3,0
13899,45.0,9,1,1,0,4.0,0,0,1,20,0,168.0,2.0,,0,3,0
11302,23.0,4,1,2,0,777.0,0,0,0,19,8,45.0,3.0,,0,3,0
5534,31.0,9,2,1,0,1852.0,1,1,0,18,8,141.0,1.0,,0,3,0
27993,54.0,1,1,0,0,432.0,1,0,0,20,0,249.0,5.0,,0,3,0
6222,38.0,4,1,1,1,62.0,1,0,0,31,5,86.0,4.0,,0,3,0
17703,35.0,9,1,2,0,3230.0,0,0,0,18,9,594.0,2.0,,0,3,1
1479,37.0,1,1,1,0,0.0,1,0,0,17,9,123.0,1.0,,0,3,0
20914,50.0,7,1,1,0,659.0,0,0,0,28,1,22.0,25.0,,0,3,0
26272,52.0,10,1,1,0,4.0,0,0,0,30,4,67.0,2.0,,0,3,0
28501,28.0,1,1,1,0,-2.0,1,1,1,30,5,67.0,20.0,,0,3,0
25054,52.0,1,1,1,0,1272.0,1,0,0,7,8,237.0,2.0,,0,3,0
24771,30.0,4,2,2,0,400.0,0,0,0,27,1,125.0,7.0,,0,3,0
13526,28.0,4,2,2,0,1689.0,1,0,0,15,8,256.0,1.0,,0,3,0
19049,42.0,7,1,0,0,-2118.0,1,1,0,18,9,125.0,3.0,,0,3,0
10087,38.0,7,2,1,0,1536.0,0,0,0,30,4,261.0,6.0,,0,3,0
19854,42.0,1,1,1,0,2350.0,1,1,0,13,0,345.0,3.0,,0,3,0
19766,38.0,4,1,2,0,9.0,1,0,0,7,0,555.0,3.0,140.0,3,0,0
11748,38.0,4,1,2,0,431.0,0,0,0,28,8,134.0,1.0,,0,3,0
24086,37.0,7,1,1,0,1938.0,1,0,0,17,0,102.0,2.0,318.0,2,1,0
10149,33.0,1,1,0,0,240.0,1,1,0,30,8,130.0,2.0,,0,3,0
15293,27.0,9,2,2,0,1.0,0,0,0,15,11,210.0,2.0,,0,3,0
13064,40.0,4,2,1,0,52.0,0,0,0,9,6,264.0,1.0,,0,3,0
1216,44.0,2,1,1,0,6649.0,1,0,0,19,9,345.0,2.0,,0,3,0
22873,26.0,0,2,1,0,229.0,0,0,1,30,5,386.0,14.0,,0,3,0
27405,27.0,3,1,1,0,17.0,1,0,1,25,5,118.0,7.0,,0,3,0
16409,37.0,3,0,2,0,4309.0,0,0,0,15,8,50.0,4.0,175.0,6,0,0
13636,47.0,1,1,1,0,161.0,1,0,0,6,8,58.0,1.0,,0,3,0
8628,61.0,5,1,1,0,-5.0,1,0,0,30,5,88.0,4.0,,0,3,0
16789,24.0,4,0,2,1,-402.0,0,1,0,29,4,78.0,2.0,262.0,2,0,0
2733,26.0,1,1,1,0,90.0,1,0,0,6,6,1345.0,3.0,,0,3,0
27688,39.0,1,1,1,0,684.0,1,0,0,15,8,319.0,4.0,365.0,2,0,0
15587,43.0,1,2,0,0,436.0,0,0,0,4,6,27.0,1.0,,0,3,0
12276,58.0,1,1,1,0,806.0,1,0,0,6,8,227.0,2.0,,0,3,0
4668,43.0,3,1,0,0,3.0,1,0,1,28,5,63.0,5.0,,0,3,0
27793,33.0,7,1,1,0,250.0,1,1,0,25,5,144.0,4.0,,0,3,0
26478,36.0,6,1,1,0,1260.0,1,0,0,22,1,58.0,7.0,,0,3,0
14464,61.0,1,1,0,0,3372.0,0,0,0,7,5,93.0,1.0,,0,3,0
2074,28.0,1,2,1,0,10.0,0,0,0,14,8,54.0,2.0,,0,3,0
30088,25.0,4,2,2,0,6787.0,0,0,1,29,0,181.0,23.0,,0,3,0
21980,49.0,10,1,1,0,119.0,0,0,0,4,1,653.0,2.0,,0,3,0
17444,52.0,0,1,1,0,1275.0,1,0,0,17,9,73.0,1.0,,0,3,0
11432,43.0,9,2,1,0,143.0,1,0,0,13,1,227.0,2.0,,0,3,0
29920,50.0,4,1,2,0,4202.0,1,0,1,16,6,37.0,2.0,,0,3,0
26456,47.0,1,1,1,0,-3.0,0,0,0,5,8,667.0,3.0,,0,3,0
6795,58.0,5,1,1,0,1230.0,0,0,0,22,3,189.0,1.0,,0,3,0
12578,34.0,7,1,1,0,526.0,1,0,0,17,0,313.0,2.0,324.0,1,1,0
6646,28.0,4,2,2,0,154.0,1,0,0,16,5,503.0,1.0,,0,3,1
2291,45.0,1,1,0,0,,1,0,0,14,8,305.0,2.0,370.0,2,0,0
13538,38.0,0,1,1,0,104.0,1,0,0,6,8,424.0,1.0,,0,3,0
2687,38.0,5,1,0,0,632.0,1,0,0,23,5,160.0,2.0,,0,3,0
3905,46.0,4,1,2,0,488.0,1,0,0,13,8,48.0,1.0,,0,3,0
598,56.0,4,1,2,0,931.0,0,0,0,19,1,373.0,8.0,,0,3,0
30193,49.0,9,1,1,0,2679.0,0,0,0,18,6,51.0,1.0,,0,3,0
16756,37.0,0,1,1,0,1206.0,1,0,1,6,0,1367.0,2.0,138.0,2,2,1
27710,42.0,2,1,1,0,320.0,1,1,0,5,3,252.0,3.0,234.0,2,1,0
20274,28.0,9,2,2,0,4.0,0,0,0,22,1,59.0,2.0,,0,3,0
11716,24.0,9,2,2,0,437.0,0,1,0,7,5,135.0,1.0,,0,3,0
7740,25.0,9,1,1,0,657.0,1,0,0,9,8,195.0,2.0,,0,3,0
4692,52.0,9,1,1,0,-1001.0,0,1,0,28,1,89.0,7.0,,0,3,0
169,32.0,3,1,0,0,,1,0,0,16,5,85.0,4.0,,0,3,0
28643,41.0,9,2,1,0,506.0,1,0,0,7,5,704.0,2.0,,0,3,1
30318,23.0,1,2,1,0,-52.0,1,0,0,15,8,860.0,1.0,,0,3,1
17363,26.0,8,2,1,0,2358.0,0,0,0,5,3,216.0,7.0,,0,3,1
6453,44.0,4,1,2,0,11.0,0,0,0,20,1,570.0,7.0,,0,3,0
30505,52.0,6,1,0,0,129.0,0,0,0,29,4,69.0,2.0,,0,3,0
18394,48.0,1,1,0,0,323.0,1,0,0,16,8,156.0,2.0,,0,3,0
25557,24.0,8,2,1,0,117.0,0,0,0,2,6,142.0,2.0,,0,3,0
11757,40.0,4,0,1,0,0.0,0,0,0,16,6,123.0,3.0,,0,3,0
30472,30.0,8,2,1,0,10335.0,0,0,0,2,9,54.0,3.0,,0,3,0
13188,53.0,5,1,0,0,161.0,0,1,0,22,5,132.0,2.0,,0,3,0
6044,28.0,4,1,2,0,4.0,1,0,0,27,8,170.0,1.0,,0,3,0
26971,,4,2,2,0,780.0,1,0,0,25,1,218.0,5.0,,0,3,0
4069,51.0,1,1,1,0,1327.0,1,1,1,4,5,147.0,2.0,,0,3,0
12518,,9,1,1,0,3.0,1,0,0,16,5,503.0,3.0,,0,3,0
19141,29.0,7,1,1,0,-5.0,1,1,0,3,6,189.0,1.0,,0,3,0
31124,26.0,1,2,1,0,-391.0,1,0,0,7,8,334.0,1.0,,0,3,0
16841,28.0,10,1,1,0,687.0,0,0,0,13,4,97.0,3.0,33.0,2,1,0
8732,31.0,0,1,1,0,-458.0,0,0,0,27,8,152.0,1.0,,0,3,0
27493,24.0,0,2,1,0,101.0,0,0,0,4,3,40.0,3.0,,0,3,0
15780,29.0,4,2,2,0,220.0,1,0,0,1,6,311.0,1.0,278.0,3,2,1
2073,33.0,0,1,1,0,,1,1,0,27,8,164.0,1.0,,0,3,0
25050,40.0,1,2,1,0,187.0,1,0,0,9,8,1045.0,2.0,,0,3,0
23592,46.0,1,1,1,0,36.0,1,0,0,15,8,179.0,1.0,,0,3,0
23876,50.0,7,1,1,0,471.0,0,1,0,6,1,188.0,2.0,,0,3,0
5542,50.0,1,0,0,0,-20.0,1,0,0,21,5,394.0,11.0,,0,3,0
7164,29.0,7,1,1,0,1845.0,1,1,0,17,5,165.0,6.0,,0,3,0
17180,25.0,0,1,1,0,15.0,1,0,0,18,5,277.0,1.0,,0,3,0
6282,43.0,0,1,1,0,428.0,1,0,0,28,4,90.0,1.0,246.0,4,0,0
26644,29.0,1,1,1,0,-4.0,1,0,0,7,8,279.0,1.0,,0,3,0
7389,30.0,9,2,1,0,1412.0,0,0,1,19,9,529.0,2.0,,0,3,0
7707,60.0,4,0,2,0,314.0,1,0,0,1,0,128.0,2.0,135.0,2,0,0
8774,,9,1,1,0,431.0,0,0,0,25,1,265.0,2.0,,0,3,0
9172,48.0,7,1,1,0,219.0,0,0,0,15,8,133.0,2.0,,0,3,0
6805,41.0,1,1,0,0,105.0,1,0,0,4,6,640.0,2.0,,0,3,0
9712,29.0,6,1,1,0,67.0,0,0,0,5,1,144.0,1.0,,0,3,0
9705,39.0,3,1,1,0,4134.0,1,0,0,2,6,161.0,3.0,,0,3,0
7336,39.0,1,1,1,0,2260.0,1,0,0,16,6,329.0,1.0,,0,3,0
10298,31.0,0,2,1,0,4451.0,1,0,0,10,7,80.0,2.0,,0,3,0
26072,30.0,7,2,1,0,2.0,0,0,0,28,5,260.0,2.0,,0,3,0
9905,33.0,9,2,1,0,653.0,0,0,0,7,1,139.0,3.0,,0,3,0
11607,28.0,1,2,1,0,2072.0,0,1,0,25,5,221.0,2.0,,0,3,0
6739,32.0,4,1,2,0,23.0,1,0,0,26,6,230.0,2.0,,0,3,0
18512,47.0,1,1,0,0,2.0,1,0,0,8,8,194.0,1.0,,0,3,0
21550,33.0,1,1,1,0,525.0,1,0,0,23,8,150.0,2.0,,0,3,0
1789,54.0,9,1,1,0,2709.0,1,0,1,9,3,66.0,7.0,,0,3,0
29883,36.0,4,1,2,0,-3.0,1,1,0,16,8,119.0,2.0,,0,3,0
6297,35.0,7,2,1,0,1170.0,1,0,0,15,8,107.0,1.0,333.0,2,0,0
29625,39.0,4,1,1,0,47.0,1,0,0,14,8,726.0,8.0,,0,3,0
26409,27.0,9,2,1,0,1581.0,0,1,0,7,5,590.0,2.0,,0,3,0
25703,34.0,4,1,2,0,56.0,1,1,1,2,3,321.0,1.0,213.0,1,0,0
22760,34.0,0,0,1,0,661.0,1,0,0,4,8,73.0,4.0,167.0,3,0,0
15917,44.0,9,2,2,0,680.0,0,0,0,3,3,102.0,1.0,124.0,2,1,0
13130,44.0,1,1,1,0,572.0,1,0,0,13,8,142.0,2.0,350.0,3,0,0
7534,23.0,8,2,1,0,485.0,0,0,0,26,3,264.0,2.0,270.0,2,1,0
23907,43.0,0,2,1,0,1448.0,1,0,0,4,8,253.0,4.0,,0,3,0
770,28.0,9,2,2,0,257.0,1,0,0,9,8,127.0,2.0,,0,3,0
23950,68.0,5,1,0,0,4980.0,0,0,0,4,8,813.0,2.0,,0,3,0
18806,35.0,1,1,1,0,450.0,1,0,0,12,8,116.0,1.0,,0,3,0
31182,32.0,7,1,1,0,-385.0,1,0,0,9,5,114.0,1.0,,0,3,0
26342,27.0,1,1,0,0,-428.0,1,0,0,30,8,642.0,5.0,,0,3,0
27140,54.0,10,1,1,0,71.0,1,1,0,16,8,292.0,1.0,,0,3,0
18129,38.0,1,1,1,0,2092.0,1,0,0,7,8,134.0,2.0,,0,3,0
11584,48.0,2,0,1,0,2516.0,1,0,0,20,9,86.0,2.0,,0,3,0
3072,57.0,1,1,0,0,155.0,0,0,0,4,11,19.0,1.0,,0,3,0
28422,35.0,4,1,2,0,74.0,0,0,0,12,1,50.0,4.0,,0,3,0
13798,28.0,2,2,1,0,4.0,1,0,0,21,8,345.0,10.0,,0,3,0
2557,28.0,6,2,1,0,527.0,1,0,0,16,8,109.0,7.0,,0,3,0
30183,27.0,1,1,0,0,169.0,1,0,0,29,8,100.0,3.0,,0,3,0
4102,29.0,7,2,1,0,-423.0,1,1,0,21,8,969.0,2.0,,0,3,0
